company;bangdan_name;ranking;subject;price;unit;chengjiaov;saleVolume;odUrl
浦江九百度工艺品装饰有限公司;未上榜;0;水晶模型内雕定制商务礼品伴手礼公司logo车模楼模定制定做纪念品;69.00;个;0;0;https://detail.1688.com/offer/967951830719.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市满满爱文化用品有限公司;未上榜;0;2026新年礼物马年年会伴手礼年会礼品实用员工福利马年礼品送客户;8.80;套;0;200;https://detail.1688.com/offer/1001820461930.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市拓月贸易有限公司;未上榜;0;新年小礼品儿童头箍学生元旦节日活动礼物马年钥匙扣马年装饰礼物;0.45;个;0;28万;https://detail.1688.com/offer/751970149417.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
合肥懿生婚庆用品有限公司;未上榜;0;2026马年春节福字立体植绒双层烫金福字门贴立体背胶对联春联批货;1.20;张;0;6万;https://detail.1688.com/offer/994301328373.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
深圳市胜力实业有限公司;伴手礼榜;154;三八妇女节伴手礼套装定制logo商务实用礼品送企业员工客户福利;79.80;套;0;48;https://detail.1688.com/offer/1022319980736.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市正者包装有限公司;未上榜;0;过年礼盒春节马年喜庆年货熟食新年礼品在走亲戚包装盒空盒子送礼;2.98;个;0;400;https://detail.1688.com/offer/1003969853484.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌智翔贸易有限公司;未上榜;0;新款2026马年装饰春节灯笼挂件小过新年味氛围场景布置用品家玄关;7.80;个;0;100;https://detail.1688.com/offer/1015536469755.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
泾县木老爹工艺品有限公司;未上榜;0;女神节伴手礼三八妇女节礼物实用员工38节礼品美容院礼盒套装定制;14.90;个;0;700;https://detail.1688.com/offer/950956825304.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
泾县三森木梳厂;未上榜;0;三八妇女节礼物实用员工礼盒38女神节伴手礼老年人小礼品套装定制;39.80;个;0;7000;https://detail.1688.com/offer/739643545861.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
东阳市智富工艺品厂;未上榜;0;马年会伴手礼2026定制实用公司活动送员工客户周年庆礼品新年礼物;19.90;套;0;4000;https://detail.1688.com/offer/1005287003721.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
东阳市智富工艺品厂;未上榜;0;马年伴手礼2026公司年会礼品定制新年礼物送员工客户创意实用奖品;32.80;套;0;1000;https://detail.1688.com/offer/994059059874.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市槿澜包装有限公司;未上榜;0;马年伴手礼年会礼品套装实用小礼品活动送客户员工福利品新年礼物;10.80;套;0;600;https://detail.1688.com/offer/1000843339163.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
潮州市潮安区浮洋镇沛雅陶瓷厂;未上榜;0;礼品伴手礼莫里斯风设计师合作款原创活动礼物画复古花鸟咖啡杯碟;20.80;套;0;11万;https://detail.1688.com/offer/800307402154.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
台州木灯阁灯饰有限公司;未上榜;0;定制款多功能笔筒纸雕灯蓝牙音箱小夜灯装饰摆件文具礼品生日礼物;35.00;个;0;0;https://detail.1688.com/offer/978739685431.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
深圳市爱尚家居实业有限公司;未上榜;0;年会伴手礼套装马年定制商务礼品春节企业送客户员工实用新年礼物;55.00;套;0;1万;https://detail.1688.com/offer/799112457291.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
金华市纸韵纸制品有限公司;未上榜;0;2026新年礼盒马年对联包装盒春节年货礼品盒坚果包装礼物盒加logo;13.50;盒;0;3000;https://detail.1688.com/offer/995180317169.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
金华市骁遥工艺品有限公司;未上榜;0;2026新年年货礼盒包装盒高档干货特产熟食坚果零食马年春节礼品盒;1.90;个;0;3000;https://detail.1688.com/offer/1002201677921.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市曼妙工艺品有限公司;国潮饰品榜;531;马年生肖钥匙扣卡通可爱新年喜庆挂件开运招财包包挂饰学生小礼品;2.80;件;0;300;https://detail.1688.com/offer/1013885229654.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市曼妙工艺品有限公司;国潮饰品榜;531;招财纳福元宝葫芦钥匙扣红灯笼毛绒玩偶书包挂件小挂饰品新年礼物;3.40;件;0;1万;https://detail.1688.com/offer/989964277411.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
苏州蝴蝶绘梦礼品有限公司;未上榜;0;A类法兰绒跨境毛毯定制印花休闲毯珊瑚绒礼品定制空调毯挂毯盖毯;9.90;条;0;9万;https://detail.1688.com/offer/910620624966.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;马年新年元旦礼物公司年会活动伴手礼定制LOGO送客户商务茶具礼品;108.0;套;同行已购买;6;https://detail.1688.com/offer/997636895684.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
南阳景涵宛艾生物科技有限公司;暖宝宝榜;224;艾香聚福五件套礼品套装艾草盘香艾草锤艾条薰香包泡浴包伴手礼品;17.50;套;成交1.8万+元;2000;https://detail.1688.com/offer/917087906959.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;2026新年礼物旅行茶具便携式快客小套装公司周年送客户年会伴手礼;48.00;套;成交2.1万+元;400;https://detail.1688.com/offer/987837843866.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;2026马年会伴手礼陶瓷咖啡杯四杯公司商务礼品定制logo送客户员工;98.00;套;同行已购买;4;https://detail.1688.com/offer/1000322425617.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市焦楷饰品有限公司;未上榜;0;金属钥匙扣三件套4节链加各种龙虾扣 钥匙链圈饰品配件汽车包挂件;0.63;件;成交5.7万+元;100万;https://detail.1688.com/offer/566980697583.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
宁波市奉化区格格巫工艺品有限公司;伴手礼榜;238;三八妇女节礼物公司活动伴手礼小礼品实用开业套装赠送员工客户;9.90;套;成交2.1万+元;3000;https://detail.1688.com/offer/879421276406.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市夏寄电子商务有限公司;伴手礼榜;236;马年礼物高级养生艾草锤新年春节送员工长辈朋友实用伴手礼小礼品;4.20;个;成交1.1万+元;2000;https://detail.1688.com/offer/1003959241645.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市昕韵工艺品有限公司;儿童礼品榜;156;钥匙链挂饰小礼品;9.50;件;0;0;https://detail.1688.com/offer/1020501675531.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
临沂佳园玩具有限公司;挂件玩偶榜;181;马年吉祥物公仔挂件国风花布马新年家居摆件生肖马年玩偶公司礼品;4.41;个;销200+件;200;https://detail.1688.com/offer/982904273086.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
深圳市胜力实业有限公司;伴手礼榜;154;三八妇女节伴手礼套装定制logo商务实用礼品送企业员工客户福利;79.80;套;0;48;https://detail.1688.com/offer/1022319980736.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;新年礼盒套装公司送客户员工福利实用高档礼品可印logo婚庆伴手礼;108.0;套;同行已购买;3;https://detail.1688.com/offer/1013841761484.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
龙港市联琪工艺品有限公司;对联榜;135;1.18米新年春节企业广告春联定制对联福字大礼包套装现货批发红包;2.30;副;销10+件;10;https://detail.1688.com/offer/1004793864477.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
莆田市秀屿区恒美珠宝礼品厂;国潮文创榜;253;金钥匙摆件实心镀金色钥匙摆件乔迁房地产随手礼开门红活动小礼品;5.50;件;同行已购买;40;https://detail.1688.com/offer/965570837877.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
南阳景涵宛艾生物科技有限公司;暖宝宝榜;224;艾绒藤席坐垫艾草垫礼品伴手礼物实用小礼品健康养生礼品会销礼品;11.50;套;成交0.3万+元;5000;https://detail.1688.com/offer/946517743810.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市夏寄电子商务有限公司;伴手礼榜;236;2026新款艾草锤妇女节养生礼物伴手礼送长辈父母高档实用礼品春节;3.85;个;成交0.1万+元;200;https://detail.1688.com/offer/999019644993.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
宁波市奉化区格格巫工艺品有限公司;伴手礼榜;238;女神节伴手礼三八妇女节公司38活动送女员工客户礼品实用元宵礼物;20.00;套;成交6.8万+元;1000;https://detail.1688.com/offer/1017038210546.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市昕韵工艺品有限公司;儿童礼品榜;156;包包挂件钥匙链礼品;12.20;件;0;0;https://detail.1688.com/offer/1022818704931.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;2026马年中式茶具套装定制LOGO公司年会伴手礼物商务赠礼企业礼品;68.00;套;同行已购买;6;https://detail.1688.com/offer/1000537799800.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
莆田市秀屿区恒美珠宝礼品厂;国潮文创榜;253;四叶草吊坠财富金钥匙小金条保险会销商场活动新年开门红随手礼品;2.98;件;0;6;https://detail.1688.com/offer/875490913093.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
南阳景涵宛艾生物科技有限公司;暖宝宝榜;224;艾草养护居家套装艾叶艾条香囊盘香五件套商务礼品中秋节会销礼品;23.80;套;0;2000;https://detail.1688.com/offer/920124202594.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市夏寄电子商务有限公司;伴手礼榜;236;新款春节礼品艾草锤过小年送亲人送长辈送公司员工老师实用伴手礼;3.72;个;成交0.5万+元;900;https://detail.1688.com/offer/996851773780.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市昕韵工艺品有限公司;儿童礼品榜;156;书包钥匙链挂饰礼品;9.90;件;0;0;https://detail.1688.com/offer/1020500195625.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;马年新年礼物实用办公杯烟灰缸套组公司年会伴手礼可印LOGO送客户;68.00;个;同行已购买;14;https://detail.1688.com/offer/991202900507.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
南阳景涵宛艾生物科技有限公司;暖宝宝榜;224;景涵宛艾 鸿运亨通随手礼 健康养生礼品套装无烟包艾灸礼盒节日礼;16.70;套;成交0.1万+元;9000;https://detail.1688.com/offer/753772086531.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市焦楷饰品有限公司;未上榜;0;金属钥匙扣三件套4节链加各种龙虾扣 钥匙链圈饰品配件汽车包挂件;0.63;件;成交5.7万+元;100万;https://detail.1688.com/offer/566980697583.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
福建省德化亿升茗品茶叶有限公司;茶叶榜;117;正山小种红茶金骏眉大红袍铁观音茶叶礼盒装过年过节送礼佳品;97.02;盒;成交3.7万+元;2万;https://detail.1688.com/offer/646792624284.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市昕韵工艺品有限公司;儿童礼品榜;156;包包挂件钥匙链礼品;12.20;件;0;0;https://detail.1688.com/offer/1022818704931.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
安徽明霞网络科技有限公司;茶杯榜;188;富光玻璃杯大容量家用水杯开业礼品便携茶水分离泡茶杯子批发定制;29.60;个;成交10.6万+元;1万;https://detail.1688.com/offer/608800078126.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;商务开业活动便携旅行茶具礼品可印logo公司送客户实用店庆伴手礼;48.00;套;0;2000;https://detail.1688.com/offer/875539030631.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
深圳市美林茶业科技有限公司;茶叶榜;141;【定制茶包】礼盒装送礼特级乌龙茶茶叶代加工OEM/ODM袋泡茶;1.90;袋;0;4000;https://detail.1688.com/offer/693635042432.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
南阳景涵宛艾生物科技有限公司;暖宝宝榜;224;艾草足浴包保险礼品艾草礼盒装手养生会销礼品年货伴手礼商务礼品;12.50;套;成交0.3万+元;500;https://detail.1688.com/offer/895171290447.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
福建省德化亿升茗品茶叶有限公司;茶叶榜;117;金骏眉红茶叶礼盒装高档送人批发大红袍铁观音紫砂茶具礼品伴手礼;146.0;盒;成交2.0万+元;500;https://detail.1688.com/offer/856585933999.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
德化县惠恒运陶瓷厂;国潮文创榜;594;便携旅行茶具伴手礼盒套装公司银行活动送客户商务礼品中秋节礼物;82.00;套;成交0.4万+元;400;https://detail.1688.com/offer/826753633450.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
金华市雨哈哈户外用品有限公司;伴手礼榜;229;马年葫芦铃铛装饰2026春节创意过年喜庆新春场景布置礼物进门挂件;0.15;件;0;2000;https://detail.1688.com/offer/994159907330.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
浦江睿程工艺有限公司;创意风礼品榜;206;醒狮摆件新款创意可爱桌面装饰国潮狮子新年礼物定制小摆件批发新;8.80;个;0;200;https://detail.1688.com/offer/988936406520.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市青央电子商务有限公司;国潮文创榜;384;新年元旦圣诞节礼物平安夜手提套装伴手礼送学生节日活动小礼品;6.90;个;0;1000;https://detail.1688.com/offer/1004205062242.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
江西驼峰陶瓷集团有限公司;国潮文创榜;22;贝汉美新中式创意马上有钱客厅桌面摆件电视柜酒柜装饰品乔迁礼物;28.80;件;0;41;https://detail.1688.com/offer/980970690627.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
广州礼凯科技有限公司;伴手礼榜;202;公司年会周年庆咖啡杯雨伞礼盒套装活动送客户员工实用商务伴手礼;26.00;套;0;4000;https://detail.1688.com/offer/941577821805.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市汇腾日用品有限公司;未上榜;0;diy手工情绪盒子创意可爱表情包悄悄话纸条贴纸男女朋友七夕礼物;2.19;个;0;1000;https://detail.1688.com/offer/974546081476.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市赢华玩具有限公司;未上榜;0;小学生毕业季种植物盲盒伴手礼幼儿园儿童全班礼物义卖活动小商品;0.75;个;0;5000;https://detail.1688.com/offer/950243896752.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市晨晖饰品有限公司;未上榜;0;复古十二生肖镶钻蛇汽车挂件创意七彩蛇钥匙扣包包挂饰小礼品批发;9.00;个;0;6000;https://detail.1688.com/offer/678738559210.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市典蓝电子商务有限公司;未上榜;0;乔迁装饰新居布置用品大全客厅搬家入宅仪式摆件礼物乔迁大套装;9.90;套;0;100;https://detail.1688.com/offer/915035317573.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市器宇工艺品厂;国潮文创榜;326;国潮遇见三国盲盒古风手办家居小摆件景点纪念品学生礼物批发;5.40;个;0;200;https://detail.1688.com/offer/946071341766.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
临沂金世豪玩具销售有限公司;布娃娃玩偶榜;39;马年吉祥物锦鲤花布马布艺公仔毛绒玩具生肖马玩偶摆件新年会礼品;8.40;个;0;9000;https://detail.1688.com/offer/998874853878.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市焦楷饰品有限公司;未上榜;0;金属钥匙扣三件套4节链加各种龙虾扣 钥匙链圈饰品配件汽车包挂件;0.63;件;成交5.7万+元;100万;https://detail.1688.com/offer/566980697583.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
深圳市胜力实业有限公司;伴手礼榜;154;三八妇女节伴手礼套装定制logo商务实用礼品送企业员工客户福利;79.80;套;0;48;https://detail.1688.com/offer/1022319980736.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
临沂祥隆玩具有限公司;毛绒玩具榜;87;马年吉祥物锦鲤花布马布艺公仔毛绒玩具生肖马玩偶摆件新年会礼品;6.76;个;0;2万;https://detail.1688.com/offer/990925718948.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
东阳市童礼日用品有限公司;未上榜;0;卡通马年盲盒钥匙扣幼儿园儿童学生书包挂件新年元旦活动小礼品;0.80;个;0;3万;https://detail.1688.com/offer/999043462898.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市均岛电子商务有限公司;未上榜;0;马年吉祥物公仔挂件新年礼物车载挂饰2026生肖马玩偶年会小礼品;2.60;个;0;2万;https://detail.1688.com/offer/993752049907.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
江苏名味居食品有限公司;坚果榜;26;年货坚果大礼包高档干果礼盒装春节过年送长辈节日礼品定制整箱;23.90;盒;0;1000;https://detail.1688.com/offer/866627430404.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
苍南县金乡多瑞工艺品厂;未上榜;0;2026马年春节对联大礼包 丝绸烫金春联 批发礼品礼盒套装广告对联;6.80;套;0;3000;https://detail.1688.com/offer/997610986685.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
白沟新城炫步玩具店;未上榜;0;马年吉祥物国风小宝马抱枕毛绒玩具沙发客厅春节装饰摆件年会礼物;8.50;个;0;6000;https://detail.1688.com/offer/1008786309096.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
龙港市恒邦工艺礼品有限公司;未上榜;0;2026马年春联春节广告对联批货大礼包红包福字礼盒银行专版定制;1.80;副;0;12万;https://detail.1688.com/offer/975016199797.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
无锡招商城斌燕副食品经营部;未上榜;0;三只松鼠礼盒装零食坚果年货大礼包干果春节礼品公司员工福利团购;52.80;盒;0;2万;https://detail.1688.com/offer/754816127414.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
广西萌趣坊电子商务有限公司;挂饰钥匙扣榜;56;新年小礼品做活动毛绒钥匙扣喜庆小饰品挂件公仔包包挂饰春节礼物;0.95;件;0;1万;https://detail.1688.com/offer/1001060748256.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
义乌市广汇饰品有限公司;未上榜;0;马年小礼物新年手工钩织毛线小马钥匙扣马上有钱幸运包包挂件批发;7.50;件;0;1000;https://detail.1688.com/offer/994143911870.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
临沂市兰山区首乾玩具厂;未上榜;0;2026马年吉祥物公仔玩偶富贵布艺马新年礼物娃娃春节礼品生肖马礼;5.40;个;0;1000;https://detail.1688.com/offer/989018707730.html?src=zhanwai&ptid=0177000000085393427f0799538482d7
